,freight_value,payment_installments,payment_value,review_score,days_to_delivery,delivery_days b/(w),review_response_days,freight_percent,late,repeat?
70901,16.05,1,51.04,4,-8,24,2,0.3144592476489028,1,0
49912,18.23,1,1672.67,5,-5,11,0,0.010898742728691254,1,0
55850,14.52,3,34.51,5,-16,8,3,0.420747609388583,1,0
60562,20.8,1,35.8,5,-36,4,0,0.5810055865921788,1,0
4570,13.87,10,198.77,4,-6,24,0,0.06977914172158775,1,0
80962,19.22,1,109.12,5,-18,16,3,0.17613636363636362,1,0
77502,16.48,1,87.19,5,-10,15,1,0.18901250143365067,1,0
56117,16.22,8,309.12,5,-10,15,7,0.052471532091097305,1,0
111917,12.66,5,611.12,5,-4,19,8,0.02071606231182092,1,0
50055,21.08,10,111.07,5,-17,16,0,0.18979022238228144,1,0
107391,8.72,3,30.72,5,-5,18,5,0.2838541666666667,1,0
25945,17.81,1,72.71,4,-20,12,0,0.24494567459771696,1,0
72609,24.01,2,127.98,5,-10,13,7,0.187607438662291,1,0
102935,21.36,1,150.96,4,-17,23,0,0.14149443561208266,1,0
13011,13.66,7,168.56,5,-11,14,3,0.08103939250118652,1,0
51622,10.96,1,39.96,5,-6,20,1,0.2742742742742743,1,0
45871,11.95,9,91.94,5,-6,18,0,0.12997607135088102,1,0
6192,16.91,1,85.91,4,-18,8,1,0.19683389593760914,1,0
48324,10.47,1,161.48,5,-19,3,0,0.06483775080505326,1,0
77266,17.26,1,77.16,5,-9,17,1,0.22369103162260243,1,0
57987,14.52,2,41.42,5,-11,16,5,0.35055528730082086,1,0
62991,28.16,10,2027.16,5,-13,11,3,0.013891355393752835,1,0
28404,10.97,5,62.97,4,-5,27,1,0.1742099412418612,1,0
110614,15.98,4,125.88,4,-14,10,3,0.126946298061646,1,0
27529,22.43,8,362.42,5,-38,-1,1,0.0618895204458915,0,0
82767,16.33,1,106.23,5,-16,14,0,0.15372305375129433,1,0
10123,19.51,3,194.81,4,-18,6,0,0.1001488629947128,1,0
80140,18.31,1,98.21,3,-19,6,5,0.18643722635169535,1,0
82524,12.26,1,137.16,5,-4,19,1,0.08938466025080198,1,0
115011,17.26,3,92.16,5,-18,18,0,0.18728298611111113,1,0
77956,27.34,1,152.34,3,-28,5,3,0.17946698175134568,1,0
20663,31.81,1,101.71,4,-12,27,2,0.31275194179530036,1,0
87230,28.77,3,88.67,5,-18,19,0,0.3244614864102853,1,0
21377,25.25,1,133.19,4,-26,12,4,0.18957879720699752,1,0
55385,8.72,1,26.71,5,-4,19,0,0.32646948708348933,1,0
40737,12.42,7,158.92,5,-10,13,5,0.07815252957462875,1,0
61910,11.57,2,148.57,5,-5,17,0,0.07787574880527698,1,0
78783,11.75,1,62.65,4,-9,22,1,0.18754988028731046,1,0
60499,10.96,1,33.86,1,-16,21,0,0.32368576491435325,1,0
62362,10.96,1,16.96,5,-6,18,5,0.6462264150943396,1,0
90093,74.69,1,349.69,5,-12,13,3,0.21358917898710286,1,0
91316,14.52,1,56.84,1,-10,29,0,0.2554539057002111,1,0
12007,14.66,2,84.56,5,-10,16,1,0.17336802270577104,1,0
46978,18.12,2,117.12,2,-18,18,5,0.15471311475409835,1,0
81990,15.63,6,75.53,2,-27,-3,2,0.20693764067258044,0,0
74615,14.17,7,72.07,5,-5,19,1,0.19661440266407662,1,0
55139,22.28,1,67.18,5,-19,14,0,0.3316463233105091,1,0
928,29.1,1,159.06,5,-12,26,3,0.1829498302527348,1,0
51669,17.65,10,147.64,5,-13,11,2,0.11954754808994852,1,0
10108,18.91,3,108.81,5,-11,13,1,0.17378917378917377,1,0
13521,11.3,10,116.2,5,-5,17,0,0.0972461273666093,1,0
9500,14.52,3,37.33,5,-10,14,0,0.3889633002946692,1,0
63506,30.98,10,1719.92,1,-11,13,1,0.018012465696078887,1,0
34579,26.89,1,116.79,5,-18,19,2,0.23024231526671804,1,0
19840,10.96,6,60.86,4,-6,16,1,0.18008544199802828,1,0
76126,14.52,3,34.51,2,-11,13,1,0.420747609388583,1,0
9671,16.05,4,45.05,5,-17,15,1,0.35627081021087686,1,0
25557,16.98,1,199.98,5,-15,10,0,0.08490849084908492,1,0
36408,16.29,2,101.28,2,-12,14,3,0.16084123222748814,1,0
100747,21.82,3,270.62,4,-15,15,4,0.0806296652132141,1,0
30232,14.52,1,87.04,5,-27,2,0,0.16681985294117646,1,0
117715,22.58,3,181.58,5,-5,19,2,0.12435290230201562,1,0
75703,24.88,7,363.64,5,-12,12,3,0.06841931580684193,1,0
11842,10.96,2,60.86,5,-52,7,1,0.18008544199802828,1,0
73538,17.31,1,84.2,5,-9,26,1,0.2055819477434679,1,0
61530,15.67,1,145.66,5,-10,14,1,0.10757929424687629,1,0
58581,10.96,1,59.96,4,-9,13,1,0.1827885256837892,1,0
67924,8.72,5,57.72,4,-4,18,1,0.1510741510741511,1,0
6592,14.52,2,107.04,5,-8,15,1,0.1356502242152466,1,0
117137,9.34,3,31.84,5,-8,13,3,0.2933417085427136,1,0
77867,95.9,1,370.8,5,-8,21,4,0.2586299892125135,1,0
90731,21.01,9,120.97,5,-16,20,1,0.17367942465073988,1,0
56654,16.05,5,57.95,5,-9,16,0,0.27696289905090593,1,0
69985,13.21,1,103.11,3,-11,21,2,0.12811560469401612,1,0
25367,25.07,1,178.06,4,-11,29,4,0.1407952375603729,1,0
15366,34.63,1,214.59,5,-18,19,3,0.16137751060161237,1,0
15954,10.56,6,65.22,5,-8,15,2,0.16191352345906165,1,0
20602,24.84,2,64.74,4,-19,18,1,0.38368860055607046,1,0
55521,19.78,1,219.47,5,-4,27,233,0.09012621314986104,1,0
45593,10.96,1,45.86,5,-16,8,4,0.23898822503270825,1,0
67135,18.98,3,118.88,5,-5,19,0,0.15965679676985195,1,0
718,24.05,3,133.95,5,-6,16,2,0.17954460619634194,1,0
35023,17.51,7,127.41,5,-18,7,5,0.13743034298720666,1,0
55148,14.52,2,27.49,5,-16,7,1,0.5281920698435795,1,0
46150,12.27,1,413.15,3,-16,9,3,0.029698656662229216,1,0
109458,22.2,1,122.1,5,-21,11,1,0.18181818181818182,1,0
64498,27.76,10,350.51,5,-4,19,3,0.0791988816296254,1,0
92008,19.4,1,119.3,5,-11,21,5,0.16261525565800503,1,0
62677,14.52,1,38.42,5,-10,14,1,0.3779281624154086,1,0
16282,21.43,3,161.42,5,-43,-4,2,0.13275926155371082,0,0
73379,14.52,5,54.42,5,-5,19,3,0.26681367144432194,1,0
78142,12.01,2,211.91,5,-32,26,1,0.05667500353923836,1,0
23532,31.23,2,101.13,5,-9,14,1,0.3088104420053397,1,0
106507,11.74,5,55.73,5,-16,5,39,0.21065853220886419,1,0
13284,13.21,3,103.11,5,-15,10,1,0.12811560469401612,1,0
60191,12.68,1,308.58,5,-8,13,2,0.04109145116339361,1,0
18412,19.81,1,359.8,5,-16,16,0,0.055058365758754856,1,0
5136,15.74,1,240.73,3,-11,20,9,0.06538445561417355,1,0
112184,37.17,2,147.07,5,-8,15,1,0.2527367920038077,1,0
111020,14.72,1,46.09,4,-8,15,2,0.3193751356042525,1,0
75466,23.9,3,153.8,3,-15,8,1,0.15539661898569568,1,0
85519,25.4,3,155.0,5,-31,12,3,0.16387096774193546,1,0
92224,13.9,8,202.9,5,-4,17,2,0.06850665352390341,1,0
15193,15.8,8,114.79,5,-8,13,2,0.1376426517989372,1,0
66206,17.26,1,77.16,5,-8,17,1,0.22369103162260243,1,0
84188,16.61,1,146.21,4,-30,5,0,0.11360372067574036,1,0
62636,16.85,1,16.75,5,-8,13,3,1.0059701492537314,1,0
58054,17.33,3,102.33,5,-4,27,1,0.16935405062054137,1,0
84869,13.57,3,133.47,5,-16,8,61,0.10167078744287106,1,0
38997,13.57,4,133.47,3,-16,8,2,0.10167078744287106,1,0
34621,19.71,7,78.71,5,-10,11,1,0.2504129081438191,1,0
12425,16.22,4,309.12,5,-8,15,3,0.052471532091097305,1,0
48997,14.66,1,84.56,3,-8,15,1,0.17336802270577104,1,0
81753,21.01,1,119.81,5,-15,16,3,0.17536098823136634,1,0
7416,14.52,1,43.52,5,-11,18,1,0.3336397058823529,1,0
86656,9.34,1,23.24,5,-10,13,2,0.4018932874354561,1,0
31195,15.56,1,60.46,3,-11,12,1,0.25736023817399933,1,0
69442,17.19,2,52.09,5,-11,21,0,0.33000575926281434,1,0
18996,16.05,1,45.95,1,-11,14,4,0.34929270946681173,1,0
96930,18.71,1,194.96,5,-9,11,4,0.09596840377513337,1,0
34533,13.14,2,279.12,5,-11,21,0,0.04707652622527945,1,0
47073,19.2,1,589.2,5,-11,25,1,0.032586558044806514,1,0
55567,14.71,3,91.61,3,-15,8,3,0.16057198995742825,1,0
12222,13.46,2,139.36,5,-5,24,0,0.09658438576349024,1,0
64211,10.96,1,45.95,5,-14,6,5,0.2385201305767138,1,0
104303,10.96,1,21.87,4,-11,10,2,0.501143118427069,1,0
76557,17.37,1,107.27,5,-14,15,7,0.16192784562319382,1,0
22727,24.35,3,42.34,5,-26,10,4,0.5751062824752008,1,0
64153,147.57,1,2111.57,5,-32,-1,1,0.06988638785358761,0,0
77758,32.23,12,162.13,3,-25,13,1,0.19879109356689076,1,0
4300,27.62,1,197.52,5,-23,7,3,0.13983394086674766,1,0
45685,17.26,1,77.16,4,-14,10,1,0.22369103162260243,1,0
24036,19.3,1,240.6,1,-10,15,1,0.0802161263507897,1,0
7362,19.21,1,92.11,4,-14,15,1,0.20855498860058627,1,0
59951,11.77,6,66.67,4,-17,6,6,0.1765411729413529,1,0
114035,14.12,1,63.12,5,-3,17,5,0.22370088719898606,1,0
15196,14.36,3,99.35,5,-7,13,4,0.14453950679416205,1,0
41412,17.09,5,66.59,5,-10,12,3,0.25664514191320015,1,0
29708,26.54,10,319.44,5,-15,20,1,0.08308289506636614,1,0
92858,20.26,1,130.26,1,-29,-5,2,0.1555350836787963,0,0
86931,15.56,1,54.06,5,-8,14,0,0.2878283388827229,1,0
60663,17.19,1,47.09,5,-15,14,1,0.3650456572520705,1,0
40570,10.96,1,30.4,5,-10,12,1,0.36052631578947375,1,0
36791,10.96,1,53.95,4,-9,11,3,0.20315106580166822,1,0
40042,28.05,8,283.66,3,-16,19,1,0.0988859902700416,1,0
87077,16.05,1,43.05,4,-7,22,1,0.372822299651568,1,0
78811,16.05,1,40.12,5,-7,34,4,0.4000498504486541,1,0
30008,11.52,1,141.12,4,-16,12,0,0.08163265306122448,1,0
65435,11.74,1,57.64,5,-7,22,1,0.20367800138792505,1,0
98165,28.84,10,121.8,5,-15,21,0,0.2367816091954023,1,0
106755,11.95,1,9.83,5,-7,14,0,1.2156663275686672,1,0
92227,16.05,10,101.9,4,-8,33,0,0.1575073601570167,1,0
15095,14.2,7,77.1,5,-10,20,1,0.18417639429312582,1,0
26339,20.4,1,48.3,5,-9,25,3,0.422360248447205,1,0
57381,24.84,2,26.01,5,-15,20,1,0.9550173010380623,1,0
5828,16.05,1,50.95,3,-4,24,1,0.3150147203140334,1,0
36834,14.52,1,42.42,4,-7,16,1,0.3422913719943423,1,0
40120,16.47,5,252.34,5,-15,9,13,0.06526908139811365,1,0
59888,10.96,1,39.96,4,-4,18,1,0.2742742742742743,1,0
14244,17.51,1,127.51,4,-15,9,0,0.1373225629362403,1,0
48890,22.66,8,192.56,5,-8,14,3,0.1176776069796427,1,0
95835,9.83,3,129.73,3,-17,7,2,0.0757727588067525,1,0
29683,25.26,10,121.87,2,-25,11,2,0.20727004184787068,1,0
115981,35.25,8,702.48,3,-16,12,0,0.05017936453706867,1,0
43210,17.16,8,308.24,5,-16,14,3,0.0556709057876979,1,0
87385,16.05,1,50.95,5,-16,14,1,0.3150147203140334,1,0
111637,10.96,2,21.95,5,-3,17,2,0.4993166287015946,1,0
16159,16.37,8,330.27,1,-42,-19,4,0.049565507009416546,0,0
22614,14.57,3,71.56,5,-8,20,2,0.20360536612632754,1,0
39499,10.96,1,41.86,5,-8,23,1,0.2618251313903488,1,0
117312,14.52,1,49.42,4,-24,4,2,0.29380817482800486,1,0
41363,12.96,1,67.95,5,-9,11,1,0.19072847682119207,1,0
78014,11.77,1,66.67,4,-7,14,2,0.1765411729413529,1,0
69955,17.3,1,97.3,5,-14,22,10,0.17780061664953753,1,0
39614,14.11,1,50.01,5,-14,9,2,0.28214357128574286,1,0
15231,9.34,1,132.72,5,-9,12,2,0.07037371910789632,1,0
79331,11.74,2,21.24,5,-10,11,1,0.5527306967984935,1,0
28451,24.55,1,103.55,2,-43,-7,0,0.23708353452438438,0,0
73027,18.06,9,207.06,5,-4,18,2,0.0872210953346856,1,0
108787,10.96,4,45.86,5,-15,21,2,0.23898822503270825,1,0
69001,16.42,8,425.2,5,-9,12,3,0.038617121354656635,1,0
16521,16.05,1,3.95,4,-9,19,1,4.063291139240507,1,0
57108,34.63,1,260.51,1,-9,25,4,0.13293155732985298,1,0
72549,13.05,1,362.05,1,-32,-11,6,0.036044745200939095,0,0
71629,12.71,6,625.4,5,-14,14,12,0.02032299328429805,1,0
67386,10.96,1,38.95,5,-14,7,1,0.2813863928112965,1,0
65617,19.22,10,218.24,3,-16,18,1,0.08806818181818181,1,0
94153,14.52,1,42.42,3,-14,10,1,0.3422913719943423,1,0
103475,33.08,2,243.98,1,-169,-133,0,0.13558488400688581,0,0
15365,26.21,1,166.11,5,-12,9,2,0.15778700860875322,1,0
111181,14.52,2,64.32,4,-15,8,1,0.22574626865671643,1,0
727,25.62,10,764.52,1,-45,-11,6,0.03351122272798619,0,0
51839,17.59,1,102.59,5,-8,22,3,0.17145920655034602,1,0
113876,15.25,1,85.15,5,-7,23,3,0.17909571344685848,1,0
92065,15.7,6,85.6,5,-7,15,0,0.18341121495327103,1,0
106660,14.87,1,172.67,5,-4,17,1,0.08611802860948631,1,0
45313,14.52,3,33.51,5,-8,14,0,0.43330349149507613,1,0
41916,16.6,1,145.6,5,-8,20,1,0.11401098901098902,1,0
46403,16.07,5,126.07,5,-6,30,1,0.1274688665027366,1,0
21355,11.24,5,202.28,5,-9,13,5,0.05556654142772395,1,0
63768,22.66,5,192.56,5,-6,16,4,0.1176776069796427,1,0
96971,17.85,3,77.75,5,-7,23,0,0.22958199356913186,1,0
63316,21.29,1,141.28,4,-15,22,1,0.15069365798414494,1,0
7320,16.26,1,100.0,4,-8,15,5,0.16260000000000002,1,0
60058,17.19,1,45.64,5,-16,18,4,0.37664329535495183,1,0
91626,19.01,1,248.02,5,-9,14,1,0.07664704459317798,1,0
90405,24.91,2,84.81,5,-31,5,1,0.29371536375427426,1,0
103399,22.7,4,197.7,5,-7,23,5,0.11482043500252909,1,0
32915,16.13,2,296.03,5,-7,16,1,0.054487720839104144,1,0
106999,17.19,5,57.18,5,-13,14,6,0.3006295907660021,1,0
117030,17.21,1,303.11,5,-6,16,1,0.05677806736828214,1,0
50194,18.84,2,304.74,4,-8,20,3,0.06182319354203583,1,0
105940,16.05,2,34.95,5,-8,33,3,0.4592274678111588,1,0
46133,11.74,1,51.64,4,-13,7,0,0.2273431448489543,1,0
100215,9.5,1,82.12,4,-6,14,0,0.11568436434486118,1,0
55509,15.8,1,114.79,5,-9,12,4,0.1376426517989372,1,0
16019,18.27,1,138.26,2,-15,20,4,0.1321423405178649,1,0
38272,24.72,3,99.62,4,-168,-135,2,0.24814294318409955,0,0
8228,14.52,1,49.12,5,-6,24,6,0.2956026058631922,1,0
38531,30.17,3,177.16,3,-15,13,3,0.17029803567396704,1,0
53190,16.23,1,91.23,5,-8,19,1,0.17790200591910554,1,0
10569,16.12,1,76.02,4,-6,21,5,0.21204946066824523,1,0
41997,11.85,3,77.75,5,-7,13,5,0.15241157556270096,1,0
18994,11.28,5,106.28,1,-8,12,1,0.10613473842679713,1,0
17829,14.52,6,64.42,5,-8,14,3,0.22539583980130393,1,0
18842,10.96,2,29.91,5,-9,11,0,0.3664326312270144,1,0
56502,20.89,1,348.89,5,-15,15,2,0.05987560549170226,1,0
2222,17.09,6,286.09,5,-8,14,3,0.05973644657275683,1,0
67635,10.96,1,17.29,1,-6,22,1,0.6338924233661076,1,0
38707,19.2,5,106.19,1,-7,20,6,0.18080798568603446,1,0
43581,21.29,1,141.28,5,-13,24,1,0.15069365798414494,1,0
88755,8.72,1,35.72,5,-6,16,1,0.2441209406494961,1,0
102263,12.93,1,62.63,4,-16,4,0,0.20645058278780137,1,0
48369,32.99,4,231.99,4,-35,7,7,0.1422044053623001,1,0
91117,14.52,1,30.51,4,-8,14,0,0.47590953785644047,1,0
95232,13.69,1,171.69,5,-3,18,1,0.0797367348127439,1,0
31914,11.81,1,71.8,5,-7,13,1,0.16448467966573818,1,0
84929,22.4,4,89.29,4,-16,24,3,0.25086795833799974,1,0
111508,11.81,2,29.41,5,-3,17,1,0.40156409384563074,1,0
93896,18.14,1,218.04,5,-13,9,1,0.0831957439002018,1,0
80876,24.84,1,73.84,5,-16,20,4,0.33640303358613216,1,0
38703,15.56,4,45.46,4,-13,10,1,0.34227892652881653,1,0
78399,16.45,1,123.45,5,-7,21,1,0.1332523288780883,1,0
51459,15.8,2,114.79,5,-5,16,0,0.1376426517989372,1,0
60781,17.04,1,49.61,4,-15,21,1,0.34347913727071155,1,0
60578,37.71,10,224.7,4,-28,2,1,0.16782376502002672,1,0
52619,17.21,3,84.2,5,-14,20,1,0.20439429928741093,1,0
20204,26.21,6,332.22,4,-13,7,1,0.07889350430437661,1,0
102612,17.79,3,167.59,2,-6,22,1,0.10615191837221791,1,0
49272,18.03,5,287.03,1,-13,15,1,0.062815733547016,1,0
61513,16.12,1,76.02,5,-14,20,0,0.21204946066824523,1,0
72765,14.52,5,81.04,5,-8,25,1,0.17917077986179664,1,0
12972,16.05,1,50.05,5,-9,18,2,0.3206793206793207,1,0
99679,15.56,6,60.46,5,-13,9,4,0.25736023817399933,1,0
46646,11.84,6,151.48,4,-7,13,1,0.07816213361499869,1,0
112694,16.78,6,106.77,5,-8,13,24,0.15716025100683714,1,0
111626,16.48,2,346.38,3,-13,9,3,0.04757780472313644,1,0
70006,10.96,1,30.95,4,-6,16,1,0.35411954765751213,1,0
75759,19.15,5,84.05,4,-168,-139,3,0.2278405710886377,0,0
1222,16.22,3,309.12,5,-6,16,2,0.052471532091097305,1,0
85699,20.14,2,140.13,4,-8,12,3,0.14372368514950404,1,0
4471,9.34,1,39.24,5,-3,17,4,0.23802242609582058,1,0
77431,24.84,1,43.79,5,-41,-6,4,0.5672527974423385,0,0
51149,9.69,2,109.68,5,-4,17,1,0.08834792122538292,1,0
68116,30.1,7,280.09,2,-28,9,1,0.10746545753150774,1,0
8150,18.87,1,103.86,5,-13,10,1,0.18168688619295206,1,0
19404,15.66,8,80.56,5,-21,2,188,0.19438927507447865,1,0
74074,17.8,2,387.8,1,-57,-28,4,0.04589994842702424,0,0
28748,16.59,2,144.07,5,-7,21,1,0.11515235649337129,1,0
68204,16.12,1,76.02,5,-13,15,1,0.21204946066824523,1,0
77984,12.94,6,345.18,5,-8,13,2,0.03748768758328987,1,0
94588,8.72,1,57.72,5,-8,14,1,0.1510741510741511,1,0
71673,14.52,1,82.42,5,-13,20,6,0.17617083232225186,1,0
47532,12.02,1,1.92,1,-15,6,4,6.260416666666667,1,0
12092,16.62,10,366.52,5,-3,19,1,0.045345410891629384,1,0
102609,14.52,1,56.32,5,-9,18,0,0.2578125,1,0
3713,21.29,1,141.28,5,-7,33,6,0.15069365798414494,1,0
116710,10.96,2,48.86,5,-6,15,1,0.22431436758084325,1,0
96439,22.22,1,412.21,5,-14,9,1,0.053904563208073554,1,0
84549,13.54,2,74.58,5,-12,37,3,0.18155001340842047,1,0
63215,12.3,1,142.2,3,-14,7,0,0.08649789029535866,1,0
89255,23.76,1,233.66,5,-15,21,0,0.10168621073354447,1,0
19587,14.56,3,70.46,5,-7,15,1,0.20664206642066424,1,0
80184,11.2,1,96.2,4,-7,15,1,0.11642411642411642,1,0
80489,15.58,1,1435.58,5,-7,11,1,0.010852756377213392,1,0
90351,16.13,8,296.03,3,-8,15,1,0.054487720839104144,1,0
65635,14.52,2,34.42,5,-9,14,1,0.4218477629285299,1,0
100481,11.8,1,70.8,5,-7,16,1,0.16666666666666669,1,0
112285,12.93,1,62.83,5,-13,8,1,0.2057934107910234,1,0
89194,18.9,10,113.8,4,-8,26,1,0.16608084358523725,1,0
21310,10.96,1,44.96,5,-2,18,3,0.24377224199288258,1,0
107528,14.87,1,114.77,5,-15,12,8,0.12956347477563823,1,0
85272,11.87,1,80.87,5,-13,8,1,0.14677878075924322,1,0
86227,14.52,1,49.42,5,-12,16,1,0.29380817482800486,1,0
80200,15.46,1,115.45,4,-8,15,1,0.1339107838891295,1,0
33240,15.8,3,114.79,1,-5,15,2,0.1376426517989372,1,0
26821,17.09,4,286.09,3,-8,15,1,0.05973644657275683,1,0
27690,15.56,1,61.46,5,-6,17,9,0.25317279531402537,1,0
53512,17.74,4,160.74,5,-8,15,1,0.11036456389199949,1,0
105870,16.08,1,139.86,5,-8,15,4,0.11497211497211494,1,0
54188,15.56,5,57.56,2,-6,17,1,0.27032661570535094,1,0
86447,60.67,1,43.99,5,-15,8,3,1.3791770857012957,1,0
77054,8.72,1,37.72,5,-3,17,1,0.2311770943796395,1,0
62685,87.12,8,407.02,5,-12,10,1,0.21404353594417966,1,0
63246,14.59,1,44.55,5,-6,16,1,0.32749719416386086,1,0
80058,23.49,1,723.48,5,-15,19,5,0.03246807099021396,1,0
58885,15.6,2,142.8,5,-7,15,0,0.10924369747899158,1,0
98778,37.51,8,195.91,5,-9,14,3,0.1914654688377316,1,0
25949,20.85,10,130.85,5,-7,20,0,0.1593427588842186,1,0
57902,14.52,1,47.42,1,-48,-25,2,0.3061999156474061,0,0
111106,10.96,1,59.95,4,-6,14,2,0.18281901584653878,1,0
101450,16.05,1,65.95,1,-38,-11,0,0.24336618650492797,0,0
74377,16.29,1,101.28,5,-14,13,2,0.16084123222748814,1,0
115847,11.7,1,167.7,5,-6,15,1,0.06976744186046512,1,0
111268,58.53,10,3009.53,4,-28,8,1,0.019448219489421936,1,0
48647,25.69,10,1225.59,5,-6,14,2,0.020961332909047888,1,0
94384,10.96,3,32.86,5,-8,12,3,0.33353621424223984,1,0
43053,17.23,1,87.13,5,-6,26,0,0.19775048777688514,1,0
21345,23.18,2,113.08,5,-10,19,1,0.20498761938450655,1,0
58194,14.52,3,30.51,2,-6,16,0,0.47590953785644047,1,0
50329,17.09,1,66.79,5,-14,8,1,0.25587662823776014,1,0
16921,21.7,10,510.7,5,-14,25,1,0.042490699040532605,1,0
87044,15.56,1,104.12,5,-29,-7,1,0.14944295044179792,0,0
30160,17.85,1,77.75,3,-7,29,1,0.22958199356913186,1,0
64399,16.48,5,346.38,5,-5,17,1,0.04757780472313644,1,0
24144,14.77,2,100.67,4,-13,19,0,0.1467169961259561,1,0
80739,8.72,1,58.71,5,-5,15,1,0.1485266564469426,1,0
1476,11.76,1,64.75,2,-5,16,2,0.18162162162162163,1,0
24040,17.26,5,77.16,5,-7,20,1,0.22369103162260243,1,0
99914,24.35,1,59.25,5,-43,-8,2,0.41097046413502114,0,0
116229,18.05,4,290.04,5,-6,15,1,0.062232795476486,1,0
41910,25.0,1,1424.0,4,-13,20,1,0.0175561797752809,1,0
99760,26.43,1,159.13,5,-12,10,4,0.16609061773392825,1,0
106037,11.88,1,81.78,5,-12,8,1,0.14526779163609685,1,0
18377,14.63,1,80.12,3,-8,14,1,0.1826010983524713,1,0
41061,14.52,1,44.51,5,-8,14,1,0.326218827229836,1,0
16359,29.55,1,64.55,5,-31,8,15,0.4577846630518978,1,0
115168,14.52,2,43.52,5,-6,16,3,0.3336397058823529,1,0
76231,15.95,1,66.0,5,-14,12,0,0.24166666666666667,1,0
58724,16.12,7,76.12,2,-12,17,1,0.2117708880714661,1,0
83479,20.8,3,36.79,3,-41,-8,0,0.5653710247349824,0,0
115718,18.02,2,103.01,5,-12,17,1,0.17493447238132218,1,0
89798,14.11,5,50.01,3,-8,14,3,0.28214357128574286,1,0
72073,15.25,1,169.44,5,-16,11,0,0.09000236071765817,1,0
59873,10.96,1,37.86,5,-8,14,2,0.28948758584257794,1,0
72415,15.9,10,114.9,5,-8,14,1,0.13838120104438642,1,0
48055,24.27,6,424.03,5,-6,16,0,0.05723651628422517,1,0
67840,14.52,1,51.42,5,-13,9,1,0.2823803967327888,1,0
76812,14.52,2,49.51,5,-6,22,1,0.2932740860432236,1,0
16064,12.93,1,35.93,2,-6,16,2,0.35986640690231003,1,0
26791,17.78,1,66.68,5,-28,5,2,0.26664667066586684,1,0
14061,19.48,5,312.38,5,-13,19,0,0.06235994621934823,1,0
108466,16.76,4,386.66,5,-12,14,1,0.04334557492370558,1,0
96156,18.66,8,214.65,5,-14,12,7,0.08693221523410202,1,0
12071,14.59,1,74.49,5,-7,19,2,0.1958652168076252,1,0
95221,14.52,5,59.42,5,-7,19,3,0.24436216762032983,1,0
414,17.22,1,86.22,3,-13,20,3,0.19972164231036882,1,0
24446,15.56,2,60.46,5,-9,16,2,0.25736023817399933,1,0
7509,22.66,1,192.56,4,-12,14,1,0.1176776069796427,1,0
74506,14.52,2,61.02,1,-8,18,1,0.23795476892822023,1,0
27659,17.92,3,175.64,5,-12,20,227,0.10202687314962425,1,0
107374,14.52,3,33.51,5,-7,19,1,0.43330349149507613,1,0
76426,24.62,8,84.52,4,-33,1,1,0.2912920018930431,1,0
99200,14.52,3,39.51,5,-7,19,1,0.3675018982536067,1,0
85108,28.97,1,47.92,4,-19,21,1,0.6045492487479132,1,0
54566,17.43,1,115.43,5,-7,19,1,0.15100060642813826,1,0
87639,26.12,10,836.02,5,-26,7,1,0.031243271692064783,1,0
63232,15.7,1,85.6,5,-12,21,92,0.18341121495327103,1,0
66036,10.96,1,29.95,3,-7,13,2,0.36594323873121876,1,0
94196,11.1,2,81.0,5,-5,24,1,0.13703703703703704,1,0
59190,16.8,1,95.8,5,-15,10,1,0.17536534446764093,1,0
78700,14.52,4,44.42,5,-6,20,2,0.3268797838811346,1,0
18914,16.22,10,309.12,5,-6,19,0,0.052471532091097305,1,0
1373,24.52,1,98.51,1,-167,-124,3,0.2489087402294183,0,0
1509,14.52,1,67.02,3,-13,13,1,0.21665174574753807,1,0
76171,10.96,1,49.86,4,-13,23,1,0.21981548335338952,1,0
106194,10.53,1,28.78,5,-8,24,3,0.36587908269631686,1,0
101145,61.24,10,2751.24,1,-32,-5,2,0.022259054099242524,0,0
22449,14.52,4,49.52,5,-13,13,1,0.29321486268174474,1,0
63885,11.7,8,137.58,1,-12,16,1,0.08504143044047098,1,0
40934,11.92,1,86.92,4,-27,-6,4,0.13713759779107224,0,0
111102,14.94,1,248.88,4,-12,13,227,0.06002892960462874,1,0
9385,29.32,4,85.22,5,-33,2,0,0.34405069232574514,1,0
32291,16.36,1,110.26,5,-27,0,1,0.148376564483947,1,0
21137,14.52,1,36.42,5,-12,14,4,0.39868204283360786,1,0
37673,10.96,3,34.86,5,-7,14,2,0.3144004589787723,1,0
36253,33.14,1,153.13,5,-14,13,3,0.2164174231045517,1,0
18050,19.31,1,166.21,5,-13,13,3,0.11617832862041994,1,0
91746,11.74,3,31.73,5,-11,17,1,0.36999684840844627,1,0
62060,17.34,1,147.24,5,-12,15,1,0.11776691116544416,1,0
89209,24.35,5,52.34,5,-22,13,1,0.46522735957202904,1,0
55357,25.05,2,50.0,5,-21,14,1,0.501,1,0
50242,48.31,1,34.26,1,-7,20,3,1.41009924109749,1,0
90697,26.05,1,1575.05,4,-8,18,1,0.016539157487063905,1,0
49576,26.61,2,46.51,5,-26,16,1,0.5721350247258654,1,0
95186,20.71,10,110.61,5,-12,15,2,0.18723442726697406,1,0
11898,14.52,1,44.51,4,-13,15,4,0.326218827229836,1,0
16687,11.24,5,101.14,1,-6,15,3,0.1111330828554479,1,0
