,freight_value,payment_installments,payment_value,review_score,days_to_delivery,delivery_days b/(w),review_response_days,freight_percent,late,repeat?
49380,7.78,2,25.77,4,-9,1,1,0.30190143577803646,1,1
107865,11.73,1,66.72,4,-7,7,1,0.17580935251798563,1,1
15824,12.48,1,29.47,4,-11,11,2,0.4234815066168986,1,1
28859,26.67,5,225.67,4,-11,18,2,0.11818141534098464,1,1
24117,26.67,3,225.67,4,-10,19,3,0.11818141534098464,1,1
54422,14.13,2,69.03,5,-9,15,3,0.2046936114732725,1,1
76886,18.14,7,223.14,5,-7,15,1,0.08129425472797348,1,1
85545,21.4,1,151.29,5,-14,8,1,0.14145019498975478,1,1
73049,29.24,3,149.14,4,-21,7,1,0.1960573957355505,1,1
25152,27.12,1,21.71,5,-4,16,3,1.2491939198526025,1,1
19205,16.63,3,71.53,5,-10,19,2,0.23248986439256256,1,1
351,18.13,1,144.03,1,-8,14,0,0.1258765534957995,1,1
109310,20.14,6,149.04,5,-17,9,2,0.13513150831991413,1,1
8779,22.27,2,227.27,5,-8,18,0,0.09798917587011044,1,1
70651,15.66,7,145.56,5,-6,16,1,0.10758450123660346,1,1
98731,21.4,2,151.29,5,-15,13,7,0.14145019498975478,1,1
107860,22.27,6,227.27,5,-15,12,0,0.09798917587011044,1,1
12880,17.99,1,77.89,5,-13,13,1,0.23096674797791755,1,1
35119,15.4,1,34.95,5,-19,23,0,0.4406294706723891,1,1
73326,11.73,2,59.22,4,-6,7,1,0.19807497467071936,1,1
3575,48.43,1,588.66,1,-9,11,1,0.0822715999048687,1,1
90950,75.04,1,282.87,1,-9,16,1,0.265280871071517,1,1
93491,15.11,1,45.11,5,-14,11,1,0.3349589891376635,1,1
28777,29.24,10,149.14,5,-27,7,1,0.1960573957355505,1,1
85816,29.08,6,126.58,4,-19,9,1,0.2297361352504345,1,1
87764,38.96,10,240.33,4,-23,11,1,0.16211043149003454,1,1
90326,24.43,4,79.62,1,-13,14,1,0.3068324541572469,1,1
53756,18.73,8,163.72,5,-16,3,3,0.11440263865135597,1,1
52325,53.48,1,263.47,3,-43,-12,0,0.20298326185144416,0,1
52628,21.47,1,161.46,2,-68,-42,2,0.1329741112349808,0,1
59642,15.1,1,24.09,3,-9,13,2,0.6268161062681611,1,1
107531,15.86,2,347.7,2,-15,11,2,0.0456140350877193,1,1
109512,12.48,1,26.43,2,-13,11,1,0.4721906923950057,1,1
38751,18.0,6,129.59,5,-11,9,0,0.13889960645111504,1,1
81962,7.78,2,56.78,5,-5,8,1,0.13702007749207468,1,1
69905,15.18,2,77.08,3,-18,6,1,0.19693824597820447,1,1
38815,16.42,5,129.42,5,-15,6,2,0.12687374439808377,1,1
104475,7.78,1,28.26,5,-8,4,0,0.27530077848549184,1,1
98708,17.23,1,246.23,1,-10,16,1,0.06997522641432807,1,1
54946,18.14,1,223.14,1,-12,9,1,0.08129425472797348,1,1
24544,19.2,4,216.89,1,-18,6,1,0.08852413665913597,1,1
40355,17.63,4,46.63,3,-14,20,2,0.3780827793266137,1,1
81578,11.88,1,66.78,5,-10,13,1,0.17789757412398924,1,1
76127,16.79,1,22.78,5,-18,9,1,0.7370500438981562,1,1
70262,7.78,3,64.77,5,-11,7,0,0.12011733827389225,1,1
45556,16.11,4,41.01,3,-20,4,1,0.3928310168251646,1,1
15113,14.47,10,422.2,2,-9,14,1,0.0342728564661298,1,1
30490,22.6,5,127.6,5,-12,14,1,0.17711598746081506,1,1
83146,17.09,4,136.99,5,-9,14,0,0.12475363165194539,1,1
558,16.79,4,40.56,5,-8,16,0,0.41395463510848124,1,1
99842,16.11,2,62.01,5,-8,22,3,0.2597968069666183,1,1
84233,17.92,8,113.92,5,-11,13,1,0.15730337078651688,1,1
14853,23.77,2,152.47,5,-6,22,3,0.15589952121728864,1,1
31619,65.65,1,185.55,5,-25,-3,0,0.35381298841282677,0,1
109312,12.69,1,58.59,5,-9,19,1,0.21658986175115205,1,1
53090,17.58,2,277.48,5,-11,13,1,0.06335591754360674,1,1
66826,13.42,3,70.12,5,-9,9,1,0.19138619509412436,1,1
24646,17.57,6,137.56,5,-12,5,3,0.12772608316371037,1,1
117615,4.57,10,271.32,5,-11,26,0,0.01684357953707799,1,1
54259,18.17,5,313.23,1,-12,12,3,0.05800849216230885,1,1
108459,15.31,4,190.42,5,-16,6,5,0.08040121835941604,1,1
70494,21.15,2,41.14,1,-36,-2,0,0.5140982012639767,0,1
73766,24.93,2,79.92,3,-37,-6,3,0.3119369369369369,0,1
74531,13.72,2,113.57,5,-12,11,4,0.12080655102579908,1,1
60495,13.14,3,128.04,5,-9,8,3,0.10262417994376759,1,1
26228,8.75,8,88.65,5,-3,7,5,0.09870276367738295,1,1
92749,7.78,4,42.77,5,-4,10,4,0.1819032031797989,1,1
90744,11.73,6,66.72,3,-4,9,4,0.17580935251798563,1,1
54097,11.85,1,15.6,5,-10,10,2,0.7596153846153846,1,1
30027,11.85,2,21.91,5,-11,10,2,0.540848927430397,1,1
102025,7.78,2,27.68,5,-8,4,0,0.28106936416184974,1,1
105901,19.04,1,585.92,5,-5,8,3,0.03249590387766248,1,1
99743,69.13,3,178.53,1,-17,5,1,0.3872178345376127,1,1
54974,18.33,1,483.85,5,-5,8,3,0.03788364162447039,1,1
47687,38.09,10,115.89,5,-11,23,3,0.32867374234187596,1,1
102866,17.13,1,213.03,3,-16,6,1,0.08041120968877623,1,1
54791,16.35,10,101.25,4,-14,8,1,0.1614814814814815,1,1
41711,7.78,1,77.77,5,-5,8,0,0.10003857528610005,1,1
16715,14.85,6,349.7,5,-9,13,1,0.042464969974263654,1,1
76785,15.23,6,83.23,5,-9,14,4,0.1829869037606632,1,1
57421,17.67,1,77.57,5,-9,20,2,0.22779425035451853,1,1
36937,7.78,1,21.77,5,-3,9,2,0.35737253100597155,1,1
85142,14.1,1,23.0,5,-14,8,0,0.6130434782608696,1,1
6936,17.63,1,75.24,1,-8,29,1,0.23431685273790537,1,1
101943,20.88,1,89.87,3,-16,19,3,0.23233559586068764,1,1
33622,15.84,1,25.0,5,-24,10,0,0.6335999999999999,1,1
57887,16.32,9,96.22,3,-17,4,0,0.1696113074204947,1,1
43473,26.05,8,87.51,3,-19,14,1,0.2976802651125586,1,1
46428,29.44,8,114.87,3,-16,18,1,0.25628971881257073,1,1
110874,15.81,4,167.81,4,-10,13,2,0.09421369405875693,1,1
101634,7.88,7,97.87,3,-8,7,2,0.0805149688362113,1,1
100437,7.78,2,27.77,3,-6,10,2,0.28015844436442205,1,1
100291,8.11,1,38.11,5,-2,10,2,0.2128050380477565,1,1
35716,66.17,2,260.17,5,-9,12,2,0.2543337048852673,1,1
59436,17.63,1,62.62,5,-10,24,1,0.28153944426700733,1,1
55790,13.18,3,133.08,5,-8,12,1,0.09903817252780281,1,1
17282,25.25,2,125.15,4,-21,11,1,0.20175789053136237,1,1
54499,15.04,10,220.04,5,-6,9,3,0.06835120887111434,1,1
32106,58.84,1,208.74,5,-20,14,1,0.2818817667912235,1,1
74297,18.94,1,859.36,5,-16,16,3,0.02203965741947496,1,1
73988,16.33,3,116.23,5,-8,20,4,0.14049728985631935,1,1
80210,18.34,3,173.34,3,-13,13,3,0.10580362293757932,1,1
113355,66.63,1,326.53,4,-15,10,1,0.2040547576026705,1,1
31847,8.72,1,68.62,5,-4,9,6,0.127076654036724,1,1
60267,7.78,1,23.88,5,-4,13,6,0.3257956448911223,1,1
82674,15.89,1,178.89,2,-13,13,0,0.08882553524512271,1,1
109130,20.47,3,160.37,5,-7,19,1,0.12764232711853837,1,1
6285,8.27,2,25.77,5,-4,9,1,0.3209157935584012,1,1
104361,93.52,1,284.73,5,-8,26,5,0.3284515154707969,1,1
102444,17.63,1,54.13,5,-11,22,1,0.32569739515980045,1,1
69130,7.78,1,26.77,5,-14,-2,1,0.2906238326484871,0,1
49089,15.15,1,72.14,3,-13,14,1,0.21000831716107568,1,1
87154,16.11,1,112.02,4,-10,14,0,0.14381360471344404,1,1
46504,16.11,1,112.02,3,-10,14,2,0.14381360471344404,1,1
56112,19.83,3,104.73,5,-11,15,1,0.18934402749928386,1,1
116375,14.6,1,119.6,5,-6,14,1,0.12207357859531773,1,1
21352,15.1,1,35.1,5,-11,14,1,0.4301994301994302,1,1
26104,33.91,6,206.61,5,-16,1,2,0.16412564735491986,1,1
14772,9.94,2,24.94,4,-9,3,2,0.39855653568564553,1,1
90770,9.42,1,96.42,4,-4,12,2,0.09769757311761045,1,1
94346,13.93,5,143.83,4,-12,12,3,0.09685044844608218,1,1
91782,15.39,4,106.88,5,-10,13,3,0.1439932634730539,1,1
61495,12.96,3,100.86,5,-6,13,3,0.12849494348602022,1,1
29931,16.14,1,214.14,5,-5,17,2,0.07537125245166715,1,1
113316,15.1,5,61.05,5,-12,14,0,0.24733824733824733,1,1
38139,18.1,5,139.0,5,-22,14,3,0.1302158273381295,1,1
42512,18.79,1,96.69,5,-11,18,1,0.1943324025235288,1,1
11694,14.51,1,214.41,5,-3,14,0,0.06767408236556131,1,1
50103,9.27,6,77.52,5,-3,8,0,0.11958204334365326,1,1
104764,14.38,10,104.37,5,-11,13,1,0.13777905528408546,1,1
102268,14.1,3,34.09,5,-16,9,1,0.41361102962745666,1,1
39141,18.64,1,217.64,4,-11,11,1,0.08564602095203089,1,1
73190,34.17,2,86.81,3,-14,17,0,0.3936182467457666,1,1
86256,9.28,10,164.28,5,-15,-4,2,0.05648892135378621,0,1
86238,14.1,1,100.18,1,-18,4,3,0.1407466560191655,1,1
65987,16.89,1,163.78,1,-11,14,3,0.10312614482842838,1,1
51998,13.37,2,46.27,5,-8,10,1,0.2889561270801815,1,1
43715,58.84,1,208.74,5,-17,14,0,0.2818817667912235,1,1
9757,15.98,1,57.97,4,-5,15,3,0.27565982404692085,1,1
28492,16.23,1,102.05,5,-9,13,1,0.15903968642822147,1,1
1165,12.04,3,132.03,5,-2,8,6,0.09119139589487237,1,1
88559,16.81,3,166.71,5,-7,14,1,0.10083378321636373,1,1
59720,8.27,1,16.37,5,-2,11,0,0.5051924251679901,1,1
63877,15.49,4,85.85,5,-11,12,0,0.1804309842748981,1,1
43611,15.1,3,34.3,2,-15,7,3,0.44023323615160354,1,1
26611,15.1,3,34.3,2,-10,12,2,0.44023323615160354,1,1
67270,9.0,1,163.8,4,-9,26,1,0.054945054945054944,1,1
17116,15.1,1,35.09,5,-8,21,3,0.4303220290681105,1,1
100247,16.25,5,132.48,4,-7,8,3,0.12266002415458938,1,1
13980,17.92,4,45.08,5,-17,10,0,0.3975155279503106,1,1
117678,16.11,3,62.01,4,-9,13,1,0.2597968069666183,1,1
68807,17.75,8,88.65,4,-52,-23,1,0.20022560631697686,0,1
109384,8.72,1,17.23,5,-7,6,0,0.506094022054556,1,1
1483,15.19,5,77.53,5,-7,15,1,0.19592415839030053,1,1
105366,17.32,1,220.86,5,-6,23,3,0.07842071900751607,1,1
8904,18.83,3,33.06,2,-14,16,1,0.5695704779189352,1,1
71532,9.27,3,66.17,5,-3,10,2,0.14009369805047603,1,1
99509,5.06,3,170.4,4,-13,13,1,0.02969483568075117,1,1
81225,17.83,3,100.82,5,-22,6,1,0.17684983138266216,1,1
27781,17.63,3,71.53,5,-16,11,1,0.24647001258213336,1,1
24100,13.61,4,98.51,5,-7,15,1,0.1381585625824789,1,1
68607,8.75,10,427.93,5,-13,9,8,0.020447269413221787,1,1
114455,26.27,10,231.27,5,-13,10,3,0.11359017598477969,1,1
94028,12.48,1,150.76,3,-4,11,2,0.08278057840275936,1,1
22939,7.78,2,27.77,5,-5,10,1,0.28015844436442205,1,1
92763,11.85,4,59.85,5,-8,12,3,0.19799498746867167,1,1
47649,11.85,6,62.8,5,-5,17,1,0.18869426751592358,1,1
2575,11.85,4,42.85,5,-7,18,1,0.2765460910151692,1,1
48185,26.97,1,2.13,5,-6,14,0,12.661971830985916,1,1
49285,13.84,4,130.74,5,-7,13,1,0.10585895670797,1,1
76615,21.1,2,251.09,5,-9,13,1,0.08403361344537816,1,1
104878,18.72,10,161.71,5,-12,6,1,0.11576278523282418,1,1
61953,16.11,2,62.01,5,-7,25,3,0.2597968069666183,1,1
79714,21.15,4,41.05,5,-7,25,1,0.5152253349573691,1,1
26620,16.4,1,126.39,5,-12,8,13,0.1297571010364744,1,1
16905,17.13,4,356.13,5,-12,12,0,0.04810041277061747,1,1
52032,53.41,1,253.38,5,-20,8,1,0.21079011760991395,1,1
45479,15.85,1,91.71,5,-13,20,1,0.1728273906880384,1,1
82195,18.05,3,132.95,5,-15,11,0,0.13576532531026703,1,1
76726,12.33,3,131.33,5,-5,15,0,0.0938856316150156,1,1
49199,14.0,1,153.9,5,-6,15,0,0.09096816114359974,1,1
27948,42.38,1,55.31,5,-11,23,1,0.7662267221117339,1,1
57046,17.27,1,377.27,4,-14,9,2,0.045776234526996584,1,1
84131,14.56,6,129.56,5,-10,20,1,0.11238036430997221,1,1
43039,15.22,3,81.12,5,-20,6,3,0.1876232741617357,1,1
55026,14.2,3,78.1,5,-20,5,3,0.18181818181818182,1,1
116512,14.15,7,71.14,1,-11,14,2,0.19890357042451504,1,1
36677,52.7,10,151.7,1,-13,14,2,0.34739617666446937,1,1
80671,15.25,4,87.24,5,-11,13,3,0.1748051352590555,1,1
8494,3.85,1,31.1,4,-10,17,3,0.12379421221864952,1,1
51544,12.71,4,46.8,4,-12,11,3,0.2715811965811966,1,1
69786,7.78,3,71.77,5,-4,8,1,0.10840183920858298,1,1
85288,7.78,2,27.77,3,-3,14,0,0.28015844436442205,1,1
96687,15.38,10,105.28,3,-6,17,0,0.14608662613981763,1,1
86455,4.85,2,245.86,1,-9,10,1,0.01972667371674937,1,1
85855,14.5,6,124.4,5,-5,14,4,0.11655948553054662,1,1
111722,15.17,2,75.07,5,-12,13,1,0.20207806047688825,1,1
52481,18.26,10,326.46,5,-11,11,3,0.05593334558598298,1,1
37739,18.59,3,53.49,4,-12,18,3,0.3475415965601047,1,1
22575,11.85,2,24.85,5,-10,8,0,0.47686116700201203,1,1
44538,15.1,5,54.1,1,-11,13,0,0.27911275415896486,1,1
16956,15.1,6,65.0,1,-12,19,4,0.2323076923076923,1,1
44724,16.95,8,116.94,1,-23,-1,4,0.1449461262185736,0,1
104511,12.34,2,132.14,4,-5,13,0,0.09338580293627971,1,1
17642,9.94,2,24.84,4,-8,9,0,0.4001610305958132,1,1
24386,16.79,1,31.2,4,-17,13,1,0.5381410256410256,1,1
97676,9.34,1,55.54,5,-11,7,1,0.1681670867842996,1,1
83277,70.42,10,290.32,5,-10,12,0,0.24255993386607883,1,1
90710,11.85,1,61.8,5,-5,13,2,0.19174757281553398,1,1
52794,12.69,1,52.49,5,-5,13,1,0.24176033530196225,1,1
84043,21.76,10,202.76,5,-11,12,1,0.10731899782994675,1,1
60397,9.34,4,89.32,5,-2,8,0,0.1045678459471563,1,1
6244,8.72,1,50.72,5,-2,11,3,0.1719242902208202,1,1
20987,12.69,3,58.59,5,-8,19,1,0.21658986175115205,1,1
75586,10.58,3,185.99,5,-7,10,1,0.05688477875154578,1,1
73969,11.85,6,61.8,5,-7,15,3,0.19174757281553398,1,1
26803,7.78,1,14.78,5,-3,11,1,0.5263870094722598,1,1
40375,8.72,2,97.44,3,-4,10,0,0.08949096880131363,1,1
48664,15.38,2,105.28,1,-11,10,2,0.14608662613981763,1,1
25985,18.03,3,497.89,3,-8,5,7,0.03621281809234972,1,1
102554,25.98,1,125.88,5,-9,32,0,0.20638703527168734,1,1
23691,7.78,1,27.77,5,-4,12,3,0.28015844436442205,1,1
59405,7.88,1,97.87,5,-4,11,3,0.0805149688362113,1,1
28557,15.1,2,25.0,5,-13,8,3,0.604,1,1
101172,42.38,1,92.37,1,-49,-12,0,0.4588069719605933,0,1
34124,12.69,6,61.78,5,-8,13,3,0.2054062803496277,1,1
11294,9.76,1,144.75,5,-3,10,1,0.06742659758203799,1,1
79674,46.63,10,356.63,1,-49,-26,2,0.13075175952668033,0,1
88628,11.85,1,32.75,5,-8,13,5,0.3618320610687023,1,1
82411,8.27,1,153.17,5,-6,44,0,0.05399229614154208,1,1
104448,13.79,1,123.69,5,-9,10,0,0.11148839841539332,1,1
54799,9.51,2,108.51,5,-2,18,3,0.08764169200995299,1,1
66915,8.37,2,98.37,3,-7,12,0,0.08508691674290941,1,1
8651,17.92,1,30.0,4,-20,8,0,0.5973333333333334,1,1
36943,9.27,10,138.34,3,-15,4,2,0.06700881885210351,1,1
41030,17.52,10,412.52,3,-9,13,2,0.042470668088819934,1,1
69451,16.17,5,75.17,4,-13,13,1,0.2151124118664361,1,1
20675,17.08,8,82.78,5,-9,31,1,0.20633003140855277,1,1
109332,8.51,2,118.41,5,-8,4,0,0.0718689299890212,1,1
44741,11.85,3,37.44,5,-4,15,0,0.31650641025641024,1,1
111342,8.65,10,207.65,5,-2,10,2,0.041656633758728634,1,1
16621,16.79,1,33.69,3,-14,11,1,0.4983674680914218,1,1
61449,16.6,1,52.5,5,-11,21,3,0.31619047619047624,1,1
34699,17.6,8,165.3,4,-12,9,6,0.10647307924984876,1,1
74057,27.06,2,281.96,5,-15,23,0,0.09597105972478366,1,1
28586,15.1,2,45.0,5,-14,14,3,0.33555555555555555,1,1
20766,15.2,3,79.12,3,-15,11,13,0.19211324570273,1,1
75189,15.1,1,45.0,5,-12,12,1,0.33555555555555555,1,1
87420,15.1,3,35.09,3,-7,20,5,0.4303220290681105,1,1
14572,15.24,8,85.14,5,-12,14,0,0.17899929527836506,1,1
8911,15.17,7,75.07,4,-12,14,0,0.20207806047688825,1,1
64582,18.12,9,96.12,5,-25,8,0,0.18851435705368288,1,1
38936,17.0,10,193.8,5,-25,10,1,0.08771929824561403,1,1
44285,13.44,1,73.34,5,-12,15,1,0.18325606763021543,1,1
68937,14.83,10,169.82,5,-8,16,3,0.08732775880343895,1,1
31638,58.9,6,130.8,2,-7,5,2,0.45030581039755346,1,1
30699,9.64,3,127.63,5,-5,7,1,0.07553083130925332,1,1
68676,21.2,7,78.19,5,-14,26,1,0.27113441616575007,1,1
37929,11.99,3,81.89,5,-5,15,1,0.1464159238002198,1,1
16273,18.37,1,178.27,5,-18,7,1,0.10304594154933527,1,1
70746,9.34,2,33.24,5,-5,10,1,0.2809867629362214,1,1
70723,9.27,2,66.17,5,-6,11,1,0.14009369805047603,1,1
87291,27.18,10,111.54,4,-7,33,1,0.24367939752555134,1,1
41871,42.48,10,107.48,4,-20,18,1,0.39523632303684403,1,1
88005,16.49,8,265.49,5,-16,7,0,0.06211156729067007,1,1
3325,16.74,10,156.64,4,-12,12,1,0.10686925434116445,1,1
5134,36.02,4,135.92,5,-17,14,2,0.26500882872277814,1,1
65230,17.43,10,256.43,3,-5,18,1,0.0679717661740046,1,1
49620,21.89,3,171.79,5,-24,-1,4,0.1274230164736015,0,1
19265,14.1,6,64.0,1,-17,6,0,0.2203125,1,1
73893,14.24,8,84.14,1,-25,11,0,0.16924173995721417,1,1
2629,15.85,7,173.62,5,-6,24,1,0.09129132588411473,1,1
46663,25.63,1,55.53,5,-9,19,1,0.4615523140644696,1,1
100096,13.37,1,59.27,5,-4,25,1,0.22557786401214777,1,1
36406,17.67,3,77.57,4,-11,13,3,0.22779425035451853,1,1
85531,15.16,4,74.16,5,-5,17,0,0.20442286947141317,1,1
91765,11.92,1,71.82,5,-9,13,3,0.16597048175995546,1,1
84514,15.11,1,53.11,5,-9,13,3,0.2845038599133873,1,1
112153,9.58,5,119.48,5,-8,3,1,0.08018078339471041,1,1
95438,74.91,6,354.9,4,-7,14,1,0.2110735418427726,1,1
83047,16.11,1,39.1,5,-15,9,5,0.41202046035805623,1,1
53257,16.14,4,71.13,5,-21,0,2,0.22690847743568118,1,1
96572,17.3,1,167.29,5,-9,12,1,0.10341323450295895,1,1
13317,9.22,6,151.46,2,-3,14,3,0.06087415819358247,1,1
88299,17.64,1,50.0,3,-11,13,1,0.3528,1,1
45072,12.73,9,188.53,5,-8,12,1,0.06752241022648915,1,1
7137,32.84,1,232.84,4,-18,19,1,0.14104105823741625,1,1
31373,12.53,8,87.88,5,-5,15,0,0.142580791989076,1,1
84130,26.24,10,226.24,5,-9,15,0,0.11598302687411598,1,1
20596,16.99,4,192.49,5,-9,19,0,0.0882643254195023,1,1
63443,5.12,1,16.7,5,-6,15,2,0.3065868263473054,1,1
106910,17.64,10,145.28,5,-17,6,1,0.12142070484581498,1,1
62978,17.66,1,76.65,1,-30,-3,0,0.2303979125896934,0,1
69893,21.68,3,191.78,4,-10,16,3,0.11304619876942329,1,1
96409,52.7,5,151.7,4,-17,10,2,0.34739617666446937,1,1
13238,15.25,8,86.15,5,-10,17,1,0.1770168311085316,1,1
110749,16.4,1,126.39,5,-8,12,1,0.1297571010364744,1,1
40761,14.39,1,210.29,1,-9,23,2,0.06842931190261069,1,1
21257,15.1,3,44.1,5,-13,20,3,0.3424036281179138,1,1
23768,17.97,3,476.97,5,-41,-9,2,0.037675325492169315,0,1
116599,12.69,1,59.68,5,-7,13,4,0.21263404825737264,1,1
88680,16.11,2,48.1,5,-14,12,3,0.3349272349272349,1,1
112300,12.69,1,59.68,5,-7,13,4,0.21263404825737264,1,1
37268,17.92,3,66.32,5,-15,18,3,0.270205066344994,1,1
42168,12.69,3,52.59,5,-14,6,1,0.2413006274957216,1,1
108798,10.38,1,208.01,2,-6,20,7,0.04990144704581511,1,1
9601,15.1,1,54.7,5,-16,6,3,0.2760511882998172,1,1
66173,15.1,1,54.7,5,-16,6,3,0.2760511882998172,1,1
39248,17.17,3,237.16,5,-7,12,1,0.07239838083993928,1,1
19362,16.48,1,116.39,5,-5,7,2,0.1415929203539823,1,1
23452,15.1,4,40.0,4,-12,16,0,0.3775,1,1
77202,74.92,10,933.92,5,-14,-2,0,0.08022100394038034,0,1
49602,11.23,2,270.23,5,-4,8,0,0.04155719202161122,1,1
28669,15.42,1,109.41,4,-12,12,0,0.14093775706059775,1,1
21359,17.07,3,107.07,5,-15,18,1,0.1594284113196974,1,1
32045,12.86,3,86.86,4,-6,13,0,0.1480543403177527,1,1
43353,11.8,3,96.7,4,-19,-2,0,0.1220268872802482,0,1
41602,16.89,6,80.89,4,-15,17,3,0.20880207689454816,1,1
21685,50.05,6,266.84,4,-11,13,3,0.18756558237145857,1,1
104812,15.1,1,32.0,5,-14,9,9,0.471875,1,1
4609,9.91,10,157.27,1,-11,8,3,0.06301265339861385,1,1
64317,12.9,10,186.84,2,-11,12,2,0.06904303147077713,1,1
16954,14.1,2,27.41,5,-7,17,1,0.514410798978475,1,1
53034,16.11,6,61.91,3,-17,16,103,0.2602164432240349,1,1
60367,15.11,5,55.01,3,-13,55,99,0.27467733139429196,1,1
51945,26.72,5,295.72,5,-11,21,1,0.09035574191803056,1,1
66498,7.78,2,27.77,5,-4,26,1,0.28015844436442205,1,1
2407,21.22,1,125.21,4,-13,17,1,0.1694752815270346,1,1
8111,11.85,3,31.75,5,-7,12,0,0.3732283464566929,1,1
110347,11.73,1,31.73,4,-4,8,0,0.3696816892530728,1,1
60423,7.78,1,28.78,4,-5,8,0,0.27032661570535094,1,1
108448,17.95,2,117.95,5,-6,20,1,0.15218312844425602,1,1
5252,15.25,1,87.24,5,-17,6,1,0.1748051352590555,1,1
30745,16.79,3,41.69,4,-17,20,1,0.4027344686975294,1,1
13857,27.84,10,212.84,5,-10,16,1,0.1308024807367036,1,1
23461,15.1,1,39.09,3,-17,12,2,0.3862880532105397,1,1
65056,8.11,7,78.01,5,-2,9,2,0.10396103063709779,1,1
11784,17.8,5,182.8,5,-3,15,3,0.09737417943107221,1,1
93563,15.24,1,85.14,1,-37,-8,1,0.17899929527836506,0,1
41861,15.1,1,128.2,1,-10,12,1,0.11778471138845555,1,1
116405,8.72,1,48.62,5,-8,3,1,0.1793500617030029,1,1
71877,11.85,3,35.84,5,-5,18,2,0.3306361607142857,1,1
9752,12.13,5,102.12,5,-5,17,2,0.11878182530356443,1,1
108622,7.78,2,27.68,5,-3,8,1,0.28106936416184974,1,1
59408,15.11,2,54.1,3,-10,20,1,0.27929759704251383,1,1
11370,16.35,10,101.25,5,-8,13,0,0.1614814814814815,1,1
90013,24.12,1,163.72,5,-9,16,2,0.14732470070852677,1,1
31613,13.14,3,496.18,5,-4,13,2,0.026482324962715145,1,1
118026,16.25,8,86.15,5,-10,15,1,0.18862449216482877,1,1
53360,39.35,10,229.34,3,-12,4,0,0.17157931455480946,1,1
69035,17.63,3,67.53,5,-15,29,1,0.2610691544498741,1,1
29136,17.63,3,57.53,5,-14,20,0,0.3064488093168781,1,1
61028,12.69,2,41.69,5,-7,10,1,0.3043895418565603,1,1
56,15.1,4,45.09,5,-10,12,1,0.33488578398758034,1,1
106738,12.38,2,138.38,3,-9,11,2,0.08946379534614829,1,1
4019,11.85,2,57.8,3,-17,7,2,0.2050173010380623,1,1
10032,9.79,2,149.69,5,-2,11,2,0.06540183044959583,1,1
72155,12.77,1,184.68,5,-4,16,2,0.06914663201212909,1,1
81592,28.82,1,177.44,5,-16,26,1,0.16242110009017133,1,1
77331,20.97,4,89.97,5,-14,8,1,0.23307769256418806,1,1
102094,15.1,4,42.0,5,-13,13,2,0.3595238095238095,1,1
1775,15.2,4,80.2,5,-9,14,2,0.18952618453865336,1,1
63482,11.85,1,51.85,4,-9,15,3,0.22854387656702024,1,1
27379,11.85,1,50.0,3,-6,13,1,0.237,1,1
36840,26.24,3,226.24,4,-13,17,3,0.11598302687411598,1,1
60273,58.28,3,288.27,4,-15,19,3,0.20217157525930554,1,1
3210,15.1,1,57.89,5,-7,14,3,0.2608395232337191,1,1
99040,15.94,10,371.88,1,-6,23,0,0.04286328923308594,1,1
36888,24.66,6,62.66,5,-3,18,2,0.39355250558570065,1,1
44761,13.37,5,57.27,5,-3,20,2,0.2334555613759385,1,1
69460,35.74,9,95.73,5,-9,33,3,0.3733416901702706,1,1
36268,34.17,1,86.81,3,-16,19,3,0.3936182467457666,1,1
36308,13.04,2,232.94,5,-8,12,1,0.05598008070747832,1,1
47346,24.52,10,398.37,4,-8,27,3,0.06155081958982855,1,1
29116,36.41,10,382.82,1,-16,26,1,0.09510997335562404,1,1
107541,17.92,10,128.01,2,-21,12,5,0.13998906335442546,1,1
108592,18.1,10,272.94,2,-21,20,5,0.06631494101267678,1,1
7842,15.59,3,270.78,5,-6,21,3,0.05757441465396263,1,1
56372,17.94,3,115.94,5,-14,9,1,0.15473520786613768,1,1
20103,41.57,3,150.97,5,-3,9,1,0.2753527190832616,1,1
70282,15.4,1,108.3,5,-16,13,3,0.14219759926131118,1,1
98,12.11,8,99.11,5,-12,8,1,0.12218746846937746,1,1
83622,12.89,8,90.88,5,-8,17,4,0.14183538732394368,1,1
78532,11.85,2,41.75,5,-9,11,8,0.2838323353293413,1,1
90590,17.6,1,66.1,5,-13,12,3,0.2662632375189108,1,1
38648,20.0,1,128.9,4,-21,8,1,0.1551590380139643,1,1
6871,20.0,1,128.9,4,-21,14,1,0.1551590380139643,1,1
61150,14.92,5,78.42,1,-5,8,0,0.19025758735016576,1,1
73022,19.77,1,100.0,5,-7,18,1,0.1977,1,1
34102,13.37,3,52.37,5,-8,11,2,0.25529883521099866,1,1
32721,17.6,2,61.16,4,-8,17,2,0.2877697841726619,1,1
46692,11.99,1,81.89,5,-8,13,2,0.1464159238002198,1,1
57236,17.8,2,96.8,5,-6,19,1,0.18388429752066118,1,1
78171,13.51,1,83.41,5,-5,16,3,0.16197098669224314,1,1
93868,31.8,10,181.8,5,-15,12,3,0.1749174917491749,1,1
32392,17.88,8,107.78,5,-11,14,1,0.1658934867322323,1,1
49202,15.24,2,84.43,5,-11,14,1,0.18050455999052467,1,1
105704,17.95,1,117.94,5,-15,12,1,0.15219603188061726,1,1
20762,15.17,8,85.14,5,-16,9,1,0.17817712003758515,1,1
